location_id,requested_lon,requested_lat,model_lon,model_lat,model_elevation_m,time_local,time_utc,timezone,utc_offset_seconds,generationtime_ms,request_time_utc,download_time_utc,time_mode,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_speed_180m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_direction_180m,wind_gusts_10m,precipitation,rain,showers,precipitation_probability,weather_code,cape,boundary_layer_height,risk_wind_120m,risk_gust_10m,risk_precipitation,risk_cape,risk_visibility,weather_risk_0_1,weather_no_fly
10,105.5635,21.0015,105.60852,20.984182,11.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.25904178619384766,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.8,72,26.0,36.9,1002.2,1001.0,97,0,2,97,19400.0,4.21,6.42,6.72,7.58,138,141,141,147,8.6,0.0,0.0,0.0,23,95,3590.0,560.0,0.172,0.04999999999999997,0.0,1.0,0.0,1.0,1
11,105.5135,21.0115,105.51724,20.984182,32.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.24199485778808594,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,998.6,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
12,105.5235,21.0115,105.51724,20.984182,15.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.4075765609741211,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,1000.5,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
13,105.5335,21.0115,105.51724,20.984182,17.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.4826784133911133,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,1000.3,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
14,105.5435,21.0115,105.51724,20.984182,17.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.37920475006103516,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,1000.3,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
15,105.5535,21.0115,105.51724,20.984182,7.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.44083595275878906,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,1001.4,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
16,105.5635,21.0115,105.60852,20.984182,7.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.3032684326171875,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.8,72,26.0,36.9,1002.2,1001.4,97,0,2,97,19400.0,4.21,6.42,6.72,7.58,138,141,141,147,8.6,0.0,0.0,0.0,23,95,3590.0,560.0,0.172,0.04999999999999997,0.0,1.0,0.0,1.0,1
17,105.5135,21.0215,105.51724,20.984182,17.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.2130270004272461,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,1000.3,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
18,105.5235,21.0215,105.533,21.05448,15.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,1.4671087265014648,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.7,72,25.9,37.1,1002.2,1000.5,98,0,1,98,17240.0,3.61,5.8,6.07,6.78,124,128,128,134,7.3,0.0,0.0,0.0,23,95,3710.0,505.0,0.10700000000000003,0.0,0.0,1.0,0.0,1.0,1
19,105.5335,21.0215,105.533,21.05448,14.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.20432472229003906,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.7,72,25.9,37.1,1002.2,1000.6,98,0,1,98,17240.0,3.61,5.8,6.07,6.78,124,128,128,134,7.3,0.0,0.0,0.0,23,95,3710.0,505.0,0.10700000000000003,0.0,0.0,1.0,0.0,1.0,1
20,105.5435,21.0215,105.533,21.05448,12.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.18775463104248047,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.7,72,25.9,37.1,1002.2,1000.9,98,0,1,98,17240.0,3.61,5.8,6.07,6.78,124,128,128,134,7.3,0.0,0.0,0.0,23,95,3710.0,505.0,0.10700000000000003,0.0,0.0,1.0,0.0,1.0,1
21,105.5535,21.0215,105.533,21.05448,13.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.18358230590820312,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.7,72,25.9,37.1,1002.2,1000.7,98,0,1,98,17240.0,3.61,5.8,6.07,6.78,124,128,128,134,7.3,0.0,0.0,0.0,23,95,3710.0,505.0,0.10700000000000003,0.0,0.0,1.0,0.0,1.0,1
22,105.5635,21.0215,105.533,21.05448,9.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.23412704467773438,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.7,72,25.9,37.1,1002.2,1001.2,98,0,1,98,17240.0,3.61,5.8,6.07,6.78,124,128,128,134,7.3,0.0,0.0,0.0,23,95,3710.0,505.0,0.10700000000000003,0.0,0.0,1.0,0.0,1.0,1
23,105.53959,21.006008,105.51724,20.984182,16.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.2090930938720703,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,1000.4,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
24,105.5035,21.0145,105.51724,20.984182,18.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.202178955078125,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,1000.2,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
25,105.5125,20.9935,105.51724,20.984182,38.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.17118453979492188,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,997.9,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
26,105.531,20.9815,105.51724,20.984182,29.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.1558065414428711,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,998.9,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
27,105.5565,20.9845,105.51724,20.984182,17.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.171661376953125,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.5,74,26.3,37.5,1002.2,1000.3,98,0,10,98,12180.0,3.05,5.18,5.42,6.16,122,128,128,136,6.6,0.0,0.0,0.0,23,95,4000.0,395.0,0.041999999999999996,0.0,0.0,1.0,0.0,1.0,1
28,105.5735,20.9985,105.60852,20.984182,12.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.15652179718017578,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.8,72,26.0,36.9,1002.2,1000.9,97,0,2,97,19400.0,4.21,6.42,6.72,7.58,138,141,141,147,8.6,0.0,0.0,0.0,23,95,3590.0,560.0,0.172,0.04999999999999997,0.0,1.0,0.0,1.0,1
29,105.5705,21.019,105.60852,20.984182,8.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.16486644744873047,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.8,72,26.0,36.9,1002.2,1001.3,97,0,2,97,19400.0,4.21,6.42,6.72,7.58,138,141,141,147,8.6,0.0,0.0,0.0,23,95,3590.0,560.0,0.172,0.04999999999999997,0.0,1.0,0.0,1.0,1
30,105.548,21.0285,105.533,21.05448,13.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.19431114196777344,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.7,72,25.9,37.1,1002.2,1000.7,98,0,1,98,17240.0,3.61,5.8,6.07,6.78,124,128,128,134,7.3,0.0,0.0,0.0,23,95,3710.0,505.0,0.10700000000000003,0.0,0.0,1.0,0.0,1.0,1
31,105.5205,21.027,105.533,21.05448,20.0,2026-06-16T11:00,2026-06-16T11:00,GMT,0,0.2357959747314453,2026-06-16T11:00:00Z,2026-06-16T11:26:47Z,auto_forecast,31.7,72,25.9,37.1,1002.2,1000.0,98,0,1,98,17240.0,3.61,5.8,6.07,6.78,124,128,128,134,7.3,0.0,0.0,0.0,23,95,3710.0,505.0,0.10700000000000003,0.0,0.0,1.0,0.0,1.0,1
