xy_id,x_from_sw_m,y_from_sw_m,lon,lat,terrain_msl_m,building_height_input_m,building_height_reference_used,building_height_agl_m,building_base_msl_m,building_top_msl_m,z_bottom_msl_m,z_top_msl_m,z_plot_bottom_msl_m,z_plot_top_msl_m,building_count_in_xy,building_volume_m3,_fig02_true_xy_builder
5794,2725.0,825.0,105.52892041793743,20.98813142966123,20.989334106445312,4.92973518371582,AGL,4.92973518371582,20.989334106445312,25.919069290161133,20.0,25.0,20.989334106445312,25.0,4,2101.5778468481703,powerline_style_burn_mask
5901,2775.0,825.0,105.52940145783334,20.988129935203194,20.14793586730957,4.92973518371582,AGL,4.92973518371582,20.14793586730957,25.07767105102539,20.0,25.0,20.14793586730957,25.0,18,4231.503349957534,powerline_style_burn_mask
5793,2725.0,775.0,105.52891882737651,20.987679665935833,20.54220962524414,4.92973518371582,AGL,4.92973518371582,20.54220962524414,25.47194480895996,25.0,30.0,25.0,25.47194480895996,7,2663.1929182154863,powerline_style_burn_mask
5793,2725.0,775.0,105.52891882737651,20.987679665935833,20.54220962524414,4.92973518371582,AGL,4.92973518371582,20.54220962524414,25.47194480895996,20.0,25.0,20.54220962524414,25.0,7,2663.1929182154863,powerline_style_burn_mask
5901,2775.0,825.0,105.52940145783334,20.988129935203194,20.14793586730957,4.92973518371582,AGL,4.92973518371582,20.14793586730957,25.07767105102539,25.0,30.0,25.0,25.07767105102539,18,4231.503349957534,powerline_style_burn_mask
3602,1675.0,3575.0,105.51890444450848,21.01300950749687,25.687559127807617,4.929141521453857,AGL,4.929141521453857,25.687559127807617,30.616700649261475,25.0,30.0,25.687559127807617,30.0,18,6890.5290270189935,powerline_style_burn_mask
3602,1675.0,3575.0,105.51890444450848,21.01300950749687,25.687559127807617,4.929141521453857,AGL,4.929141521453857,25.687559127807617,30.616700649261475,30.0,35.0,30.0,30.616700649261475,18,6890.5290270189935,powerline_style_burn_mask
3495,1625.0,3575.0,105.51842332407928,21.01301097396352,28.237882614135742,4.929141521453857,AGL,4.929141521453857,28.237882614135742,33.1670241355896,25.0,30.0,28.237882614135742,30.0,22,10792.05991398755,powerline_style_burn_mask
3495,1625.0,3575.0,105.51842332407928,21.01301097396352,28.237882614135742,4.929141521453857,AGL,4.929141521453857,28.237882614135742,33.1670241355896,30.0,35.0,30.0,33.1670241355896,22,10792.05991398755,powerline_style_burn_mask
3494,1625.0,3525.0,105.51842176306103,21.01255921079694,25.20098114013672,4.929141521453857,AGL,4.929141521453857,25.20098114013672,30.130122661590576,30.0,35.0,30.0,30.130122661590576,24,6427.195500491315,powerline_style_burn_mask
3494,1625.0,3525.0,105.51842176306103,21.01255921079694,25.20098114013672,4.929141521453857,AGL,4.929141521453857,25.20098114013672,30.130122661590576,25.0,30.0,25.20098114013672,30.0,24,6427.195500491315,powerline_style_burn_mask
7079,3325.0,875.0,105.53469450184915,20.988565169787122,19.05646324157715,4.928766250610352,AGL,4.928766250610352,19.05646324157715,23.9852294921875,20.0,25.0,20.0,23.9852294921875,10,1845.2771714172675,powerline_style_burn_mask
7079,3325.0,875.0,105.53469450184915,20.988565169787122,19.05646324157715,4.928766250610352,AGL,4.928766250610352,19.05646324157715,23.9852294921875,15.0,20.0,19.05646324157715,20.0,10,1845.2771714172675,powerline_style_burn_mask
11228,5225.0,5025.0,105.55311219992826,21.026002958841136,12.47293472290039,4.928103446960449,AGL,4.928103446960449,12.47293472290039,17.40103816986084,15.0,20.0,15.0,17.40103816986084,13,2285.3131815100564,powerline_style_burn_mask
