lon,lat,road_code,road_id,part_id,distance_m
105.52906514,20.98765369,7,54,0,25.00000000
105.52925539,20.98751548,7,54,0,50.00000000
105.52935310,20.98744450,7,54,0,62.84020433
105.53042540,20.98840570,8,55,0,0.00000000
105.53042316,20.98817983,8,55,0,25.00000000
105.53042092,20.98795395,8,55,0,50.00000000
105.53041868,20.98772808,8,55,0,75.00000000
105.53041644,20.98750221,8,55,0,100.00000000
105.53041460,20.98736060,8,55,0,115.67380950
105.53041590,20.98744740,8,56,0,0.00000000
105.53026936,20.98762149,8,56,0,25.00000000
105.53026280,20.98784666,8,56,0,50.00000000
105.53026171,20.98807254,8,56,0,75.00000000
105.53029246,20.98828865,8,56,0,100.00000000
105.53042540,20.98840570,8,56,0,118.94630384
105.52277187,20.98683716,8,57,0,0.00000000
105.52277230,20.98690900,8,57,0,7.95077591
105.52305878,20.98665106,8,58,0,0.00000000
105.52306146,20.98687693,8,58,0,25.00000000
105.52306190,20.98691400,8,58,0,29.10269477
105.52522060,20.98672750,7,59,0,0.00000000
105.52544373,20.98681184,7,59,0,25.00000000
105.52559390,20.98686860,7,59,0,41.82616561
105.52559390,20.98686860,7,60,0,0.00000000
105.52565710,20.98689250,7,60,0,7.08168308
105.52621820,20.98672820,6,61,0,0.00000000
105.52611124,20.98692828,6,61,0,25.00000000
105.52604836,20.98714631,6,61,0,50.00000000
105.52598548,20.98736434,6,61,0,75.00000000
105.52592260,20.98758237,6,61,0,100.00000000
105.52585971,20.98780039,6,61,0,125.00000000
105.52579683,20.98801842,6,61,0,150.00000000
105.52573395,20.98823645,6,61,0,175.00000000
105.52569580,20.98842950,6,61,0,196.77429190
105.52620120,20.98614750,2,62,0,0.00000000
105.52614730,20.98636764,2,62,0,25.00000000
105.52609340,20.98658778,2,62,0,50.00000000
105.52603740,20.98680745,2,62,0,75.00000000
105.52598013,20.98702683,2,62,0,100.00000000
105.52592285,20.98724622,2,62,0,125.00000000
105.52586103,20.98746450,2,62,0,150.00000000
105.52579855,20.98768263,2,62,0,175.00000000
105.52573599,20.98790074,2,62,0,200.00000000
105.52567308,20.98811876,2,62,0,225.00000000
105.52561018,20.98833678,2,62,0,250.00000000
105.52554727,20.98855480,2,62,0,275.00000000
105.52548437,20.98877283,2,62,0,300.00000000
105.52542146,20.98899085,2,62,0,325.00000000
105.52535856,20.98920887,2,62,0,350.00000000
105.52534620,20.98925170,2,62,0,354.91145905
105.52506650,20.98876580,6,63,0,0.00000000
105.52516246,20.98855867,6,63,0,25.00000000
105.52523075,20.98834253,6,63,0,50.00000000
105.52529197,20.98812409,6,63,0,75.00000000
105.52535319,20.98790564,6,63,0,100.00000000
105.52541440,20.98768720,6,63,0,125.00000000
105.52547562,20.98746876,6,63,0,150.00000000
105.52553684,20.98725031,6,63,0,175.00000000
105.52559805,20.98703187,6,63,0,200.00000000
105.52560530,20.98700600,6,63,0,202.96025513
105.52489400,20.98991610,2,64,0,0.00000000
105.52495647,20.98969797,2,64,0,25.00000000
105.52501894,20.98947984,2,64,0,50.00000000
105.52508142,20.98926171,2,64,0,75.00000000
105.52514389,20.98904358,2,64,0,100.00000000
105.52520636,20.98882545,2,64,0,125.00000000
105.52526883,20.98860731,2,64,0,150.00000000
105.52533130,20.98838918,2,64,0,175.00000000
105.52539377,20.98817105,2,64,0,200.00000000
105.52545625,20.98795292,2,64,0,225.00000000
105.52551873,20.98773479,2,64,0,250.00000000
105.52558123,20.98751667,2,64,0,275.00000000
105.52564373,20.98729855,2,64,0,300.00000000
105.52570300,20.98707964,2,64,0,325.00000000
105.52576025,20.98686025,2,64,0,350.00000000
105.52581751,20.98664086,2,64,0,375.00000000
105.52587201,20.98642086,2,64,0,400.00000000
