route_id,pair,route_key,direction,route_type,route_rank,route_length_m,n_nodes,n_clusters_touched,cluster_sequence,cluster_coverage_sequence
DK04_to_DK05_forward_backup_02,DK04_to_DK05,forward_backup_02,forward,backup,2,4076.3455967290593,73,1,0,0:0.658
DK04_to_DK05_forward_backup_03,DK04_to_DK05,forward_backup_03,forward,backup,3,5461.26983722081,92,1,0,0:0.620
DK04_to_DK05_forward_backup_04,DK04_to_DK05,forward_backup_04,forward,backup,4,4266.2950903902265,71,1,0,0:0.648
DK04_to_DK05_forward_main_01,DK04_to_DK05,forward_main_01,forward,main,1,4124.873734152917,69,1,0,0:0.739
DK04_to_DK05_forward_main_02,DK04_to_DK05,forward_main_02,forward,main,2,4076.3455967290593,73,1,0,0:0.658
DK04_to_DK05_forward_main_03,DK04_to_DK05,forward_main_03,forward,main,3,5549.137802864845,95,1,0,0:0.189
DK04_to_DK05_forward_main_04,DK04_to_DK05,forward_main_04,forward,main,4,4337.0057685088805,72,1,0,0:0.528
DK04_to_DK06_backward_backup_01,DK04_to_DK06,backward_backup_01,backward,backup,1,3709.1883092036783,64,1,0,0:0.656
DK04_to_DK06_backward_backup_02,DK04_to_DK06,backward_backup_02,backward,backup,2,4321.320343559642,75,1,0,0:0.467
DK04_to_DK06_backward_backup_03,DK04_to_DK06,backward_backup_03,backward,backup,3,4421.320343559642,77,1,0,0:0.597
DK04_to_DK06_backward_main_01,DK04_to_DK06,backward_main_01,backward,main,1,3709.1883092036783,64,1,0,0:0.656
DK04_to_DK06_backward_main_02,DK04_to_DK06,backward_main_02,backward,main,2,4221.320343559642,73,1,0,0:0.384
DK04_to_DK06_backward_main_03,DK04_to_DK06,backward_main_03,backward,main,3,4421.320343559642,77,1,0,0:0.597
DK04_to_DK06_backward_main_04,DK04_to_DK06,backward_main_04,backward,main,4,3709.1883092036783,64,1,0,0:0.969
DK04_to_DK06_forward_backup_01,DK04_to_DK06,forward_backup_01,forward,backup,1,3709.1883092036787,64,1,0,0:0.656
DK04_to_DK06_forward_backup_02,DK04_to_DK06,forward_backup_02,forward,backup,2,4221.320343559642,73,1,0,0:0.575
DK04_to_DK06_forward_backup_03,DK04_to_DK06,forward_backup_03,forward,backup,3,5038.477631085025,91,1,0,0:0.725
DK04_to_DK06_forward_main_01,DK04_to_DK06,forward_main_01,forward,main,1,3709.1883092036787,64,1,0,0:0.969
DK04_to_DK06_forward_main_02,DK04_to_DK06,forward_main_02,forward,main,2,4179.898987322334,73,1,0,0:0.164
DK04_to_DK06_forward_main_03,DK04_to_DK06,forward_main_03,forward,main,3,5038.477631085025,91,1,0,0:0.725
DK04_to_DK06_forward_main_04,DK04_to_DK06,forward_main_04,forward,main,4,3709.1883092036787,64,1,0,0:0.969
DK05_to_DK06_backward_backup_01,DK05_to_DK06,backward_backup_01,backward,backup,1,1032.842712474619,20,1,0,0:0.550
DK05_to_DK06_backward_backup_02,DK05_to_DK06,backward_backup_02,backward,backup,2,1032.842712474619,20,1,0,0:0.600
DK05_to_DK06_backward_backup_03,DK05_to_DK06,backward_backup_03,backward,backup,3,1798.5281374238575,32,1,0,0:0.250
DK05_to_DK06_backward_backup_04,DK05_to_DK06,backward_backup_04,backward,backup,4,1215.685424949238,22,1,0,0:0.318
DK05_to_DK06_backward_main_01,DK05_to_DK06,backward_main_01,backward,main,1,1074.2640687119285,20,1,0,0:0.950
DK05_to_DK06_backward_main_02,DK05_to_DK06,backward_main_02,backward,main,2,1074.2640687119285,20,1,0,0:0.500
DK05_to_DK06_backward_main_03,DK05_to_DK06,backward_main_03,backward,main,3,1981.370849898476,34,1,0,0:0.235
DK05_to_DK06_backward_main_04,DK05_to_DK06,backward_main_04,backward,main,4,1144.9747468305832,21,1,0,0:0.476
DK05_to_DK06_forward_backup_01,DK05_to_DK06,forward_backup_01,forward,backup,1,1032.842712474619,20,1,0,0:0.850
DK05_to_DK06_forward_backup_02,DK05_to_DK06,forward_backup_02,forward,backup,2,1374.2640687119285,26,1,0,0:0.423
DK05_to_DK06_forward_backup_03,DK05_to_DK06,forward_backup_03,forward,backup,3,2581.370849898476,46,1,0,0:0.174
DK05_to_DK06_forward_backup_04,DK05_to_DK06,forward_backup_04,forward,backup,4,3888.477631085024,68,1,0,0:0.971
DK05_to_DK06_forward_main_01,DK05_to_DK06,forward_main_01,forward,main,1,1032.842712474619,20,1,0,0:0.750
DK05_to_DK06_forward_main_02,DK05_to_DK06,forward_main_02,forward,main,2,1615.685424949238,30,1,0,0:0.333
DK05_to_DK06_forward_main_03,DK05_to_DK06,forward_main_03,forward,main,3,2964.213562373095,52,1,0,0:0.154
DK05_to_DK06_forward_main_04,DK05_to_DK06,forward_main_04,forward,main,4,3747.056274847714,66,1,0,0:0.970
